Severity	Code	Description	Project	File	Line	Suppression State
Error	CS0518	Predefined type 'System.Int32' is not defined or imported	App2.Droid	c:\users\houss\documents\visual studio 2017\Projects\App2\App2\App2.Droid\Resources\Resource.designer.cs	823	Active
Error	CS0518	Predefined type 'System.Int32' is not defined or imported	App2.Droid	c:\users\houss\documents\visual studio 2017\Projects\App2\App2\App2.Droid\Resources\Resource.designer.cs	826	Active
Error	CS0518	Predefined type 'System.Int32' is not defined or imported	App2.Droid	c:\users\houss\documents\visual studio 2017\Projects\App2\App2\App2.Droid\Resources\Resource.designer.cs	826	Active
Error	CS0518	Predefined type 'System.Int32' is not defined or imported	App2.Droid	c:\users\houss\documents\visual studio 2017\Projects\App2\App2\App2.Droid\Resources\Resource.designer.cs	829	Active
Error	CS0518	Predefined type 'System.Int32' is not defined or imported	App2.Droid	c:\users\houss\documents\visual studio 2017\Projects\App2\App2\App2.Droid\Resources\Resource.designer.cs	829	Active
Error	CS0518	Predefined type 'System.Int32' is not defined or imported	App2.Droid	c:\users\houss\documents\visual studio 2017\Projects\App2\App2\App2.Droid\Resources\Resource.designer.cs	832	Active
Error	CS0518	Predefined type 'System.Int32' is not defined or imported	App2.Droid	c:\users\houss\documents\visual studio 2017\Projects\App2\App2\App2.Droid\Resources\Resource.designer.cs	832	Active
Error	CS0518	Predefined type 'System.Int32' is not defined or imported	App2.Droid	c:\users\houss\documents\visual studio 2017\Projects\App2\App2\App2.Droid\Resources\Resource.designer.cs	835	Active
Error	CS0518	Predefined type 'System.Int32' is not defined or imported	App2.Droid	c:\users\houss\documents\visual studio 2017\Projects\App2\App2\App2.Droid\Resources\Resource.designer.cs	835	Active
Error	CS0518	Predefined type 'System.Int32' is not defined or imported	App2.Droid	c:\users\houss\documents\visual studio 2017\Projects\App2\App2\App2.Droid\Resources\Resource.designer.cs	838	Active
Error	CS0518	Predefined type 'System.Int32' is not defined or imported	App2.Droid	c:\users\houss\documents\visual studio 2017\Projects\App2\App2\App2.Droid\Resources\Resource.designer.cs	838	Active
Error	CS0518	Predefined type 'System.Int32' is not defined or imported	App2.Droid	c:\users\houss\documents\visual studio 2017\Projects\App2\App2\App2.Droid\Resources\Resource.designer.cs	841	Active
Error	CS0518	Predefined type 'System.Int32' is not defined or imported	App2.Droid	c:\users\houss\documents\visual studio 2017\Projects\App2\App2\App2.Droid\Resources\Resource.designer.cs	841	Active
Error	CS0518	Predefined type 'System.Int32' is not defined or imported	App2.Droid	c:\users\houss\documents\visual studio 2017\Projects\App2\App2\App2.Droid\Resources\Resource.designer.cs	844	Active
Error	CS0518	Predefined type 'System.Int32' is not defined or imported	App2.Droid	c:\users\houss\documents\visual studio 2017\Projects\App2\App2\App2.Droid\Resources\Resource.designer.cs	844	Active
Error	CS0518	Predefined type 'System.Int32' is not defined or imported	App2.Droid	c:\users\houss\documents\visual studio 2017\Projects\App2\App2\App2.Droid\Resources\Resource.designer.cs	847	Active
Error	CS0518	Predefined type 'System.Int32' is not defined or imported	App2.Droid	c:\users\houss\documents\visual studio 2017\Projects\App2\App2\App2.Droid\Resources\Resource.designer.cs	847	Active
Error	CS0518	Predefined type 'System.Int32' is not defined or imported	App2.Droid	c:\users\houss\documents\visual studio 2017\Projects\App2\App2\App2.Droid\Resources\Resource.designer.cs	850	Active
Error	CS0518	Predefined type 'System.Int32' is not defined or imported	App2.Droid	c:\users\houss\documents\visual studio 2017\Projects\App2\App2\App2.Droid\Resources\Resource.designer.cs	850	Active
Error	CS0518	Predefined type 'System.Int32' is not defined or imported	App2.Droid	c:\users\houss\documents\visual studio 2017\Projects\App2\App2\App2.Droid\Resources\Resource.designer.cs	853	Active
Error	CS0518	Predefined type 'System.Int32' is not defined or imported	App2.Droid	c:\users\houss\documents\visual studio 2017\Projects\App2\App2\App2.Droid\Resources\Resource.designer.cs	853	Active
Error	CS0518	Predefined type 'System.Int32' is not defined or imported	App2.Droid	c:\users\houss\documents\visual studio 2017\Projects\App2\App2\App2.Droid\Resources\Resource.designer.cs	856	Active
Error	CS0518	Predefined type 'System.Int32' is not defined or imported	App2.Droid	c:\users\houss\documents\visual studio 2017\Projects\App2\App2\App2.Droid\Resources\Resource.designer.cs	856	Active
Error	CS0518	Predefined type 'System.Int32' is not defined or imported	App2.Droid	c:\users\houss\documents\visual studio 2017\Projects\App2\App2\App2.Droid\Resources\Resource.designer.cs	859	Active
Error	CS0518	Predefined type 'System.Int32' is not defined or imported	App2.Droid	c:\users\houss\documents\visual studio 2017\Projects\App2\App2\App2.Droid\Resources\Resource.designer.cs	859	Active
Error	CS0518	Predefined type 'System.Int32' is not defined or imported	App2.Droid	c:\users\houss\documents\visual studio 2017\Projects\App2\App2\App2.Droid\Resources\Resource.designer.cs	862	Active
Error	CS0518	Predefined type 'System.Int32' is not defined or imported	App2.Droid	c:\users\houss\documents\visual studio 2017\Projects\App2\App2\App2.Droid\Resources\Resource.designer.cs	862	Active
Error	CS0518	Predefined type 'System.Int32' is not defined or imported	App2.Droid	c:\users\houss\documents\visual studio 2017\Projects\App2\App2\App2.Droid\Resources\Resource.designer.cs	865	Active
Error	CS0518	Predefined type 'System.Int32' is not defined or imported	App2.Droid	c:\users\houss\documents\visual studio 2017\Projects\App2\App2\App2.Droid\Resources\Resource.designer.cs	865	Active
Error	CS0518	Predefined type 'System.Int32' is not defined or imported	App2.Droid	c:\users\houss\documents\visual studio 2017\Projects\App2\App2\App2.Droid\Resources\Resource.designer.cs	868	Active
Error	CS0518	Predefined type 'System.Int32' is not defined or imported	App2.Droid	c:\users\houss\documents\visual studio 2017\Projects\App2\App2\App2.Droid\Resources\Resource.designer.cs	868	Active
Error	CS0518	Predefined type 'System.Int32' is not defined or imported	App2.Droid	c:\users\houss\documents\visual studio 2017\Projects\App2\App2\App2.Droid\Resources\Resource.designer.cs	871	Active
Error	CS0518	Predefined type 'System.Int32' is not defined or imported	App2.Droid	c:\users\houss\documents\visual studio 2017\Projects\App2\App2\App2.Droid\Resources\Resource.designer.cs	871	Active
Error	CS0518	Predefined type 'System.Int32' is not defined or imported	App2.Droid	c:\users\houss\documents\visual studio 2017\Projects\App2\App2\App2.Droid\Resources\Resource.designer.cs	874	Active
Error	CS0518	Predefined type 'System.Int32' is not defined or imported	App2.Droid	c:\users\houss\documents\visual studio 2017\Projects\App2\App2\App2.Droid\Resources\Resource.designer.cs	874	Active
Error	CS0518	Predefined type 'System.Int32' is not defined or imported	App2.Droid	c:\users\houss\documents\visual studio 2017\Projects\App2\App2\App2.Droid\Resources\Resource.designer.cs	877	Active
Error	CS0518	Predefined type 'System.Int32' is not defined or imported	App2.Droid	c:\users\houss\documents\visual studio 2017\Projects\App2\App2\App2.Droid\Resources\Resource.designer.cs	877	Active
Error	CS0518	Predefined type 'System.Int32' is not defined or imported	App2.Droid	c:\users\houss\documents\visual studio 2017\Projects\App2\App2\App2.Droid\Resources\Resource.designer.cs	880	Active
Error	CS0518	Predefined type 'System.Int32' is not defined or imported	App2.Droid	c:\users\houss\documents\visual studio 2017\Projects\App2\App2\App2.Droid\Resources\Resource.designer.cs	880	Active
Error	CS0518	Predefined type 'System.Int32' is not defined or imported	App2.Droid	c:\users\houss\documents\visual studio 2017\Projects\App2\App2\App2.Droid\Resources\Resource.designer.cs	883	Active
Error	CS0518	Predefined type 'System.Int32' is not defined or imported	App2.Droid	c:\users\houss\documents\visual studio 2017\Projects\App2\App2\App2.Droid\Resources\Resource.designer.cs	883	Active
Error	CS0518	Predefined type 'System.Int32' is not defined or imported	App2.Droid	c:\users\houss\documents\visual studio 2017\Projects\App2\App2\App2.Droid\Resources\Resource.designer.cs	886	Active
Error	CS0518	Predefined type 'System.Int32' is not defined or imported	App2.Droid	c:\users\houss\documents\visual studio 2017\Projects\App2\App2\App2.Droid\Resources\Resource.designer.cs	886	Active
Error	CS0518	Predefined type 'System.Int32' is not defined or imported	App2.Droid	c:\users\houss\documents\visual studio 2017\Projects\App2\App2\App2.Droid\Resources\Resource.designer.cs	889	Active
Error	CS0518	Predefined type 'System.Int32' is not defined or imported	App2.Droid	c:\users\houss\documents\visual studio 2017\Projects\App2\App2\App2.Droid\Resources\Resource.designer.cs	889	Active
Error	CS0518	Predefined type 'System.Int32' is not defined or imported	App2.Droid	c:\users\houss\documents\visual studio 2017\Projects\App2\App2\App2.Droid\Resources\Resource.designer.cs	892	Active
Error	CS0518	Predefined type 'System.Int32' is not defined or imported	App2.Droid	c:\users\houss\documents\visual studio 2017\Projects\App2\App2\App2.Droid\Resources\Resource.designer.cs	892	Active
Error	CS0518	Predefined type 'System.Int32' is not defined or imported	App2.Droid	c:\users\houss\documents\visual studio 2017\Projects\App2\App2\App2.Droid\Resources\Resource.designer.cs	895	Active
Error	CS0518	Predefined type 'System.Int32' is not defined or imported	App2.Droid	c:\users\houss\documents\visual studio 2017\Projects\App2\App2\App2.Droid\Resources\Resource.designer.cs	895	Active
Error	CS0518	Predefined type 'System.Int32' is not defined or imported	App2.Droid	c:\users\houss\documents\visual studio 2017\Projects\App2\App2\App2.Droid\Resources\Resource.designer.cs	898	Active
Error	CS0518	Predefined type 'System.Int32' is not defined or imported	App2.Droid	c:\users\houss\documents\visual studio 2017\Projects\App2\App2\App2.Droid\Resources\Resource.designer.cs	898	Active
Error	CS0518	Predefined type 'System.Int32' is not defined or imported	App2.Droid	c:\users\houss\documents\visual studio 2017\Projects\App2\App2\App2.Droid\Resources\Resource.designer.cs	901	Active
Error	CS0518	Predefined type 'System.Int32' is not defined or imported	App2.Droid	c:\users\houss\documents\visual studio 2017\Projects\App2\App2\App2.Droid\Resources\Resource.designer.cs	901	Active
Error	CS0518	Predefined type 'System.Int32' is not defined or imported	App2.Droid	c:\users\houss\documents\visual studio 2017\Projects\App2\App2\App2.Droid\Resources\Resource.designer.cs	904	Active
Error	CS0518	Predefined type 'System.Int32' is not defined or imported	App2.Droid	c:\users\houss\documents\visual studio 2017\Projects\App2\App2\App2.Droid\Resources\Resource.designer.cs	904	Active
Error	CS0518	Predefined type 'System.Int32' is not defined or imported	App2.Droid	c:\users\houss\documents\visual studio 2017\Projects\App2\App2\App2.Droid\Resources\Resource.designer.cs	907	Active
Error	CS0518	Predefined type 'System.Int32' is not defined or imported	App2.Droid	c:\users\houss\documents\visual studio 2017\Projects\App2\App2\App2.Droid\Resources\Resource.designer.cs	907	Active
Error	CS0518	Predefined type 'System.Int32' is not defined or imported	App2.Droid	c:\users\houss\documents\visual studio 2017\Projects\App2\App2\App2.Droid\Resources\Resource.designer.cs	910	Active
Error	CS0518	Predefined type 'System.Int32' is not defined or imported	App2.Droid	c:\users\houss\documents\visual studio 2017\Projects\App2\App2\App2.Droid\Resources\Resource.designer.cs	910	Active
Error	CS0518	Predefined type 'System.Int32' is not defined or imported	App2.Droid	c:\users\houss\documents\visual studio 2017\Projects\App2\App2\App2.Droid\Resources\Resource.designer.cs	913	Active
Error	CS0518	Predefined type 'System.Int32' is not defined or imported	App2.Droid	c:\users\houss\documents\visual studio 2017\Projects\App2\App2\App2.Droid\Resources\Resource.designer.cs	913	Active
Error	CS0518	Predefined type 'System.Int32' is not defined or imported	App2.Droid	c:\users\houss\documents\visual studio 2017\Projects\App2\App2\App2.Droid\Resources\Resource.designer.cs	916	Active
Error	CS0518	Predefined type 'System.Int32' is not defined or imported	App2.Droid	c:\users\houss\documents\visual studio 2017\Projects\App2\App2\App2.Droid\Resources\Resource.designer.cs	916	Active
Error	CS0518	Predefined type 'System.Int32' is not defined or imported	App2.Droid	c:\users\houss\documents\visual studio 2017\Projects\App2\App2\App2.Droid\Resources\Resource.designer.cs	919	Active
Error	CS0518	Predefined type 'System.Int32' is not defined or imported	App2.Droid	c:\users\houss\documents\visual studio 2017\Projects\App2\App2\App2.Droid\Resources\Resource.designer.cs	919	Active
Error	CS0518	Predefined type 'System.Int32' is not defined or imported	App2.Droid	c:\users\houss\documents\visual studio 2017\Projects\App2\App2\App2.Droid\Resources\Resource.designer.cs	922	Active
Error	CS0518	Predefined type 'System.Int32' is not defined or imported	App2.Droid	c:\users\houss\documents\visual studio 2017\Projects\App2\App2\App2.Droid\Resources\Resource.designer.cs	922	Active
Error	CS0518	Predefined type 'System.Int32' is not defined or imported	App2.Droid	c:\users\houss\documents\visual studio 2017\Projects\App2\App2\App2.Droid\Resources\Resource.designer.cs	925	Active
Error	CS0518	Predefined type 'System.Int32' is not defined or imported	App2.Droid	c:\users\houss\documents\visual studio 2017\Projects\App2\App2\App2.Droid\Resources\Resource.designer.cs	925	Active
Error	CS0518	Predefined type 'System.Int32' is not defined or imported	App2.Droid	c:\users\houss\documents\visual studio 2017\Projects\App2\App2\App2.Droid\Resources\Resource.designer.cs	928	Active
Error	CS0518	Predefined type 'System.Int32' is not defined or imported	App2.Droid	c:\users\houss\documents\visual studio 2017\Projects\App2\App2\App2.Droid\Resources\Resource.designer.cs	928	Active
Error	CS0518	Predefined type 'System.Int32' is not defined or imported	App2.Droid	c:\users\houss\documents\visual studio 2017\Projects\App2\App2\App2.Droid\Resources\Resource.designer.cs	931	Active
Error	CS0518	Predefined type 'System.Int32' is not defined or imported	App2.Droid	c:\users\houss\documents\visual studio 2017\Projects\App2\App2\App2.Droid\Resources\Resource.designer.cs	931	Active
Error	CS0518	Predefined type 'System.Int32' is not defined or imported	App2.Droid	c:\users\houss\documents\visual studio 2017\Projects\App2\App2\App2.Droid\Resources\Resource.designer.cs	934	Active
Error	CS0518	Predefined type 'System.Int32' is not defined or imported	App2.Droid	c:\users\houss\documents\visual studio 2017\Projects\App2\App2\App2.Droid\Resources\Resource.designer.cs	934	Active
Error	CS0518	Predefined type 'System.Int32' is not defined or imported	App2.Droid	c:\users\houss\documents\visual studio 2017\Projects\App2\App2\App2.Droid\Resources\Resource.designer.cs	937	Active
Error	CS0518	Predefined type 'System.Int32' is not defined or imported	App2.Droid	c:\users\houss\documents\visual studio 2017\Projects\App2\App2\App2.Droid\Resources\Resource.designer.cs	937	Active
Error	CS0518	Predefined type 'System.Int32' is not defined or imported	App2.Droid	c:\users\houss\documents\visual studio 2017\Projects\App2\App2\App2.Droid\Resources\Resource.designer.cs	940	Active
Error	CS0518	Predefined type 'System.Int32' is not defined or imported	App2.Droid	c:\users\houss\documents\visual studio 2017\Projects\App2\App2\App2.Droid\Resources\Resource.designer.cs	940	Active
Error	CS0518	Predefined type 'System.Int32' is not defined or imported	App2.Droid	c:\users\houss\documents\visual studio 2017\Projects\App2\App2\App2.Droid\Resources\Resource.designer.cs	943	Active
Error	CS0518	Predefined type 'System.Int32' is not defined or imported	App2.Droid	c:\users\houss\documents\visual studio 2017\Projects\App2\App2\App2.Droid\Resources\Resource.designer.cs	943	Active
Error	CS0518	Predefined type 'System.Int32' is not defined or imported	App2.Droid	c:\users\houss\documents\visual studio 2017\Projects\App2\App2\App2.Droid\Resources\Resource.designer.cs	946	Active
Error	CS0518	Predefined type 'System.Int32' is not defined or imported	App2.Droid	c:\users\houss\documents\visual studio 2017\Projects\App2\App2\App2.Droid\Resources\Resource.designer.cs	946	Active
Error	CS0518	Predefined type 'System.Int32' is not defined or imported	App2.Droid	c:\users\houss\documents\visual studio 2017\Projects\App2\App2\App2.Droid\Resources\Resource.designer.cs	949	Active
Error	CS0518	Predefined type 'System.Int32' is not defined or imported	App2.Droid	c:\users\houss\documents\visual studio 2017\Projects\App2\App2\App2.Droid\Resources\Resource.designer.cs	949	Active
Error	CS0518	Predefined type 'System.Int32' is not defined or imported	App2.Droid	c:\users\houss\documents\visual studio 2017\Projects\App2\App2\App2.Droid\Resources\Resource.designer.cs	952	Active
Error	CS0518	Predefined type 'System.Int32' is not defined or imported	App2.Droid	c:\users\houss\documents\visual studio 2017\Projects\App2\App2\App2.Droid\Resources\Resource.designer.cs	952	Active
Error	CS0518	Predefined type 'System.Int32' is not defined or imported	App2.Droid	c:\users\houss\documents\visual studio 2017\Projects\App2\App2\App2.Droid\Resources\Resource.designer.cs	955	Active
Error	CS0518	Predefined type 'System.Int32' is not defined or imported	App2.Droid	c:\users\houss\documents\visual studio 2017\Projects\App2\App2\App2.Droid\Resources\Resource.designer.cs	955	Active
Error	CS0518	Predefined type 'System.Int32' is not defined or imported	App2.Droid	c:\users\houss\documents\visual studio 2017\Projects\App2\App2\App2.Droid\Resources\Resource.designer.cs	958	Active
Error	CS0518	Predefined type 'System.Int32' is not defined or imported	App2.Droid	c:\users\houss\documents\visual studio 2017\Projects\App2\App2\App2.Droid\Resources\Resource.designer.cs	958	Active
Error	CS0518	Predefined type 'System.Int32' is not defined or imported	App2.Droid	c:\users\houss\documents\visual studio 2017\Projects\App2\App2\App2.Droid\Resources\Resource.designer.cs	961	Active
Error	CS0518	Predefined type 'System.Int32' is not defined or imported	App2.Droid	c:\users\houss\documents\visual studio 2017\Projects\App2\App2\App2.Droid\Resources\Resource.designer.cs	961	Active
Error	CS0518	Predefined type 'System.Int32' is not defined or imported	App2.Droid	c:\users\houss\documents\visual studio 2017\Projects\App2\App2\App2.Droid\Resources\Resource.designer.cs	964	Active
Error	CS0518	Predefined type 'System.Int32' is not defined or imported	App2.Droid	c:\users\houss\documents\visual studio 2017\Projects\App2\App2\App2.Droid\Resources\Resource.designer.cs	964	Active
Error	CS0518	Predefined type 'System.Int32' is not defined or imported	App2.Droid	c:\users\houss\documents\visual studio 2017\Projects\App2\App2\App2.Droid\Resources\Resource.designer.cs	967	Active
Error	CS0518	Predefined type 'System.Int32' is not defined or imported	App2.Droid	c:\users\houss\documents\visual studio 2017\Projects\App2\App2\App2.Droid\Resources\Resource.designer.cs	967	Active
Error	CS0518	Predefined type 'System.Int32' is not defined or imported	App2.Droid	c:\users\houss\documents\visual studio 2017\Projects\App2\App2\App2.Droid\Resources\Resource.designer.cs	970	Active
Error	CS0518	Predefined type 'System.Int32' is not defined or imported	App2.Droid	c:\users\houss\documents\visual studio 2017\Projects\App2\App2\App2.Droid\Resources\Resource.designer.cs	970	Active
Error	CS0518	Predefined type 'System.Int32' is not defined or imported	App2.Droid	c:\users\houss\documents\visual studio 2017\Projects\App2\App2\App2.Droid\Resources\Resource.designer.cs	973	Active
Error	CS0518	Predefined type 'System.Int32' is not defined or imported	App2.Droid	c:\users\houss\documents\visual studio 2017\Projects\App2\App2\App2.Droid\Resources\Resource.designer.cs	973	Active
Error	CS0518	Predefined type 'System.Int32' is not defined or imported	App2.Droid	c:\users\houss\documents\visual studio 2017\Projects\App2\App2\App2.Droid\Resources\Resource.designer.cs	976	Active
Error	CS0518	Predefined type 'System.Int32' is not defined or imported	App2.Droid	c:\users\houss\documents\visual studio 2017\Projects\App2\App2\App2.Droid\Resources\Resource.designer.cs	976	Active
Error	CS0518	Predefined type 'System.Int32' is not defined or imported	App2.Droid	c:\users\houss\documents\visual studio 2017\Projects\App2\App2\App2.Droid\Resources\Resource.designer.cs	979	Active
Error	CS0518	Predefined type 'System.Int32' is not defined or imported	App2.Droid	c:\users\houss\documents\visual studio 2017\Projects\App2\App2\App2.Droid\Resources\Resource.designer.cs	979	Active
Error	CS0518	Predefined type 'System.Int32' is not defined or imported	App2.Droid	c:\users\houss\documents\visual studio 2017\Projects\App2\App2\App2.Droid\Resources\Resource.designer.cs	982	Active
Error	CS0518	Predefined type 'System.Int32' is not defined or imported	App2.Droid	c:\users\houss\documents\visual studio 2017\Projects\App2\App2\App2.Droid\Resources\Resource.designer.cs	982	Active
Error	CS0518	Predefined type 'System.Int32' is not defined or imported	App2.Droid	c:\users\houss\documents\visual studio 2017\Projects\App2\App2\App2.Droid\Resources\Resource.designer.cs	985	Active
Error	CS0518	Predefined type 'System.Int32' is not defined or imported	App2.Droid	c:\users\houss\documents\visual studio 2017\Projects\App2\App2\App2.Droid\Resources\Resource.designer.cs	985	Active
Error	CS0518	Predefined type 'System.Int32' is not defined or imported	App2.Droid	c:\users\houss\documents\visual studio 2017\Projects\App2\App2\App2.Droid\Resources\Resource.designer.cs	988	Active
Error	CS0518	Predefined type 'System.Int32' is not defined or imported	App2.Droid	c:\users\houss\documents\visual studio 2017\Projects\App2\App2\App2.Droid\Resources\Resource.designer.cs	988	Active
Error	CS0518	Predefined type 'System.Int32' is not defined or imported	App2.Droid	c:\users\houss\documents\visual studio 2017\Projects\App2\App2\App2.Droid\Resources\Resource.designer.cs	991	Active
Error	CS0518	Predefined type 'System.Int32' is not defined or imported	App2.Droid	c:\users\houss\documents\visual studio 2017\Projects\App2\App2\App2.Droid\Resources\Resource.designer.cs	991	Active
Error	CS0518	Predefined type 'System.Int32' is not defined or imported	App2.Droid	c:\users\houss\documents\visual studio 2017\Projects\App2\App2\App2.Droid\Resources\Resource.designer.cs	994	Active
Error	CS0518	Predefined type 'System.Int32' is not defined or imported	App2.Droid	c:\users\houss\documents\visual studio 2017\Projects\App2\App2\App2.Droid\Resources\Resource.designer.cs	994	Active
Error	CS0518	Predefined type 'System.Int32' is not defined or imported	App2.Droid	c:\users\houss\documents\visual studio 2017\Projects\App2\App2\App2.Droid\Resources\Resource.designer.cs	997	Active
Error	CS0518	Predefined type 'System.Int32' is not defined or imported	App2.Droid	c:\users\houss\documents\visual studio 2017\Projects\App2\App2\App2.Droid\Resources\Resource.designer.cs	997	Active
Error	CS0518	Predefined type 'System.Int32' is not defined or imported	App2.Droid	c:\users\houss\documents\visual studio 2017\Projects\App2\App2\App2.Droid\Resources\Resource.designer.cs	1000	Active
Error	CS0518	Predefined type 'System.Int32' is not defined or imported	App2.Droid	c:\users\houss\documents\visual studio 2017\Projects\App2\App2\App2.Droid\Resources\Resource.designer.cs	1000	Active
Error	CS0518	Predefined type 'System.Int32' is not defined or imported	App2.Droid	c:\users\houss\documents\visual studio 2017\Projects\App2\App2\App2.Droid\Resources\Resource.designer.cs	1003	Active
Error	CS0518	Predefined type 'System.Int32' is not defined or imported	App2.Droid	c:\users\houss\documents\visual studio 2017\Projects\App2\App2\App2.Droid\Resources\Resource.designer.cs	1003	Active
Error	CS0518	Predefined type 'System.Int32' is not defined or imported	App2.Droid	c:\users\houss\documents\visual studio 2017\Projects\App2\App2\App2.Droid\Resources\Resource.designer.cs	1006	Active
Error	CS0518	Predefined type 'System.Int32' is not defined or imported	App2.Droid	c:\users\houss\documents\visual studio 2017\Projects\App2\App2\App2.Droid\Resources\Resource.designer.cs	1006	Active
Error	CS0518	Predefined type 'System.Int32' is not defined or imported	App2.Droid	c:\users\houss\documents\visual studio 2017\Projects\App2\App2\App2.Droid\Resources\Resource.designer.cs	1009	Active
Error	CS0518	Predefined type 'System.Int32' is not defined or imported	App2.Droid	c:\users\houss\documents\visual studio 2017\Projects\App2\App2\App2.Droid\Resources\Resource.designer.cs	1009	Active
Error	CS0518	Predefined type 'System.Int32' is not defined or imported	App2.Droid	c:\users\houss\documents\visual studio 2017\Projects\App2\App2\App2.Droid\Resources\Resource.designer.cs	1012	Active
Error	CS0518	Predefined type 'System.Int32' is not defined or imported	App2.Droid	c:\users\houss\documents\visual studio 2017\Projects\App2\App2\App2.Droid\Resources\Resource.designer.cs	1012	Active
Error	CS0518	Predefined type 'System.Int32' is not defined or imported	App2.Droid	c:\users\houss\documents\visual studio 2017\Projects\App2\App2\App2.Droid\Resources\Resource.designer.cs	1015	Active
Error	CS0518	Predefined type 'System.Int32' is not defined or imported	App2.Droid	c:\users\houss\documents\visual studio 2017\Projects\App2\App2\App2.Droid\Resources\Resource.designer.cs	1015	Active
Error	CS0518	Predefined type 'System.Int32' is not defined or imported	App2.Droid	c:\users\houss\documents\visual studio 2017\Projects\App2\App2\App2.Droid\Resources\Resource.designer.cs	1018	Active
Error	CS0518	Predefined type 'System.Int32' is not defined or imported	App2.Droid	c:\users\houss\documents\visual studio 2017\Projects\App2\App2\App2.Droid\Resources\Resource.designer.cs	1018	Active
Error	CS0518	Predefined type 'System.Int32' is not defined or imported	App2.Droid	c:\users\houss\documents\visual studio 2017\Projects\App2\App2\App2.Droid\Resources\Resource.designer.cs	1021	Active
Error	CS0518	Predefined type 'System.Int32' is not defined or imported	App2.Droid	c:\users\houss\documents\visual studio 2017\Projects\App2\App2\App2.Droid\Resources\Resource.designer.cs	1021	Active
Error	CS0518	Predefined type 'System.Int32' is not defined or imported	App2.Droid	c:\users\houss\documents\visual studio 2017\Projects\App2\App2\App2.Droid\Resources\Resource.designer.cs	1024	Active
Error	CS0518	Predefined type 'System.Int32' is not defined or imported	App2.Droid	c:\users\houss\documents\visual studio 2017\Projects\App2\App2\App2.Droid\Resources\Resource.designer.cs	1024	Active
Error	CS0518	Predefined type 'System.Int32' is not defined or imported	App2.Droid	c:\users\houss\documents\visual studio 2017\Projects\App2\App2\App2.Droid\Resources\Resource.designer.cs	1027	Active
Error	CS0518	Predefined type 'System.Int32' is not defined or imported	App2.Droid	c:\users\houss\documents\visual studio 2017\Projects\App2\App2\App2.Droid\Resources\Resource.designer.cs	1027	Active
Error	CS0518	Predefined type 'System.Int32' is not defined or imported	App2.Droid	c:\users\houss\documents\visual studio 2017\Projects\App2\App2\App2.Droid\Resources\Resource.designer.cs	1030	Active
Error	CS0518	Predefined type 'System.Int32' is not defined or imported	App2.Droid	c:\users\houss\documents\visual studio 2017\Projects\App2\App2\App2.Droid\Resources\Resource.designer.cs	1030	Active
Error	CS0518	Predefined type 'System.Int32' is not defined or imported	App2.Droid	c:\users\houss\documents\visual studio 2017\Projects\App2\App2\App2.Droid\Resources\Resource.designer.cs	1033	Active
Error	CS0518	Predefined type 'System.Int32' is not defined or imported	App2.Droid	c:\users\houss\documents\visual studio 2017\Projects\App2\App2\App2.Droid\Resources\Resource.designer.cs	1033	Active
Error	CS0518	Predefined type 'System.Int32' is not defined or imported	App2.Droid	c:\users\houss\documents\visual studio 2017\Projects\App2\App2\App2.Droid\Resources\Resource.designer.cs	1036	Active
Error	CS0518	Predefined type 'System.Int32' is not defined or imported	App2.Droid	c:\users\houss\documents\visual studio 2017\Projects\App2\App2\App2.Droid\Resources\Resource.designer.cs	1036	Active
Error	CS0518	Predefined type 'System.Int32' is not defined or imported	App2.Droid	c:\users\houss\documents\visual studio 2017\Projects\App2\App2\App2.Droid\Resources\Resource.designer.cs	1039	Active
Error	CS0518	Predefined type 'System.Int32' is not defined or imported	App2.Droid	c:\users\houss\documents\visual studio 2017\Projects\App2\App2\App2.Droid\Resources\Resource.designer.cs	1039	Active
Error	CS0518	Predefined type 'System.Int32' is not defined or imported	App2.Droid	c:\users\houss\documents\visual studio 2017\Projects\App2\App2\App2.Droid\Resources\Resource.designer.cs	1042	Active
Error	CS0518	Predefined type 'System.Int32' is not defined or imported	App2.Droid	c:\users\houss\documents\visual studio 2017\Projects\App2\App2\App2.Droid\Resources\Resource.designer.cs	1042	Active
Error	CS0518	Predefined type 'System.Void' is not defined or imported	App2.Droid	c:\users\houss\documents\visual studio 2017\Projects\App2\App2\App2.Droid\Resources\Resource.designer.cs	1044	Active
Error	CS0518	Predefined type 'System.Void' is not defined or imported	App2.Droid	c:\users\houss\documents\visual studio 2017\Projects\App2\App2\App2.Droid\Resources\Resource.designer.cs	1049	Active
Error	CS0518	Predefined type 'System.Object' is not defined or imported	App2.Droid	c:\users\houss\documents\visual studio 2017\Projects\App2\App2\App2.Droid\Resources\Resource.designer.cs	1054	Active
Error	CS0518	Predefined type 'System.Int32' is not defined or imported	App2.Droid	c:\users\houss\documents\visual studio 2017\Projects\App2\App2\App2.Droid\Resources\Resource.designer.cs	1058	Active
Error	CS0518	Predefined type 'System.Int32' is not defined or imported	App2.Droid	c:\users\houss\documents\visual studio 2017\Projects\App2\App2\App2.Droid\Resources\Resource.designer.cs	1058	Active
Error	CS0518	Predefined type 'System.Int32' is not defined or imported	App2.Droid	c:\users\houss\documents\visual studio 2017\Projects\App2\App2\App2.Droid\Resources\Resource.designer.cs	1061	Active
